representative,synonym,group_size
increase in the amount of stress acting on the spine,increase in the amount of stress acting on the spine,1
increase in the prevalence of obesity,increase in the prevalence of obesity,1
increase in the rates of multiple pregnancies,increase in the rates of multiple pregnancies,5
increase in the rates of multiple pregnancies,increase the number of multiple pregnancies,5
increase in the rates of multiple pregnancies,multiple embryo transfer increases the chance of multiple pregnancies,5
increase in the rates of multiple pregnancies,risk of multiple births,5
increase in the rates of multiple pregnancies,risk of multiple pregnancy,5
increased autoantibodies,increased autoantibodies,1
increased chromosome error rate,increased chromosome error rate,1
increased complexity in covering all possible contexts,increased complexity in covering all possible contexts,1
increased cost of care of disabled persons,increased cost of care of disabled persons,1
increased costs,increased costs,1
increased deficits in instrumental activities of daily living,increased deficits in instrumental activities of daily living,2
increased deficits in instrumental activities of daily living,reduction in the ability to perform daily living activities,2
increased disease and disability rates,increased disease and disability rates,1
increased use of the medical system,increased healthcare utilization,2
increased use of the medical system,increased use of the medical system,2
increased incidence of ovarian hyperstimulation syndrome,increased incidence of ovarian hyperstimulation syndrome,3
increased incidence of ovarian hyperstimulation syndrome,ovarian hyperstimulation syndrome (ohss),3
increased incidence of ovarian hyperstimulation syndrome,risk of achieving ovarian hyper stimulation syndrome (ohss),3
increased likelihood of further falls and injuries,increased likelihood of further falls and injuries,1
increased loss of hearing,increased loss of hearing,1
increased material risk of pre-eclampsia,increased material risk of pre-eclampsia,1
increased mobility of the workforce,increased mobility of the workforce,1
increased number of mobility impaired people living at home,increased number of mobility impaired people living at home,2
increased number of mobility impaired people living at home,increasing number of mobility compromised patients,2
increased patient anxiety,increased patient anxiety,1
increased rehabilitation time,increased rehabilitation time,1
increased risk of cardiovascular disease,increased risk of cardiovascular disease,1
increased risk of fatal accidents without the walking instrument,increased risk of fatal accidents without the walking instrument,1
increased risk of harm,increased risk of harm,1
increased size of the non-foldable frame for storage,increased size of the non-foldable frame for storage,1
increased stress level of the subject elderly person,increased stress level of the subject elderly person,1
increased weight of the transfer device,increased weight of the transfer device,1
increasing disabilities associated with pregnancy/delivery,increasing disabilities associated with pregnancy/delivery,1
increasing risks of people failing to notice deterioration in the health of the elderly living alone,increasing risks of people failing to notice deterioration in the health of the elderly living alone,1
increasing the damage from the emergency situation,increasing the damage from the emergency situation,1
indirect and has proven challenging,indirect and has proven challenging,1
individual in distress,individual in distress,1
individual must also be capable of using the device to call for help,individual must also be capable of using the device to call for help,1
individual must recognize that he/she is in a situation in which help is likely to be needed,individual must recognize that he/she is in a situation in which help is likely to be needed,1
individual safety,individual safety,2
individual safety,safety,2
individual's capabilities may change from hour to hour,individual's capabilities may change from hour to hour,1
individuals fall in large eldercare facilities,individuals fall in large eldercare facilities,1
individuals fall in their private residences,individuals fall in their private residences,1
individuals forget to wear the sensor,individuals forget to wear the sensor,1
individuals living by themselves,individuals living by themselves,1
individuals that have fallen and suffer no real injuries but need assistance in getting up,individuals that have fallen and suffer no real injuries but need assistance in getting up,1
medical conditions needing fast emergency response,individuals that have medical conditions that may require fast emergency response,2
medical conditions needing fast emergency response,medical conditions needing fast emergency response,2
individuals who are recovering from lower leg surgery,individuals who are recovering from lower leg surgery,1
individuals with special needs or higher risk of needing assistance,individuals with special needs or higher risk of needing assistance,1
ineffective in a home setting with tight walkways and carpet,ineffective in a home setting with tight walkways and carpet,1
ineffective outside the province of that disease,ineffective outside the province of that disease,1
ineffectively managing the weight transfer to a metal walker,ineffectively managing the weight transfer to a metal walker,1
inefficient assisted reproductive technologies,inefficient assisted reproductive technologies,1
infertile patients,infertile patients,1
infertility due to advanced maternal age,infertility due to advanced maternal age,1
infertility in mammals,infertility in a female mammal,3
infertility in mammals,infertility in mammals,3
infertility in mammals,subfertility and infertility in mammals,3
information overload for the monitoring user,information overload for the monitoring user,1
infrastructure breakdown,infrastructure breakdown,1
inherently noisy nature of biological images,inherently noisy nature of biological images,1
injections can be complicated and uncomfortable,injections can be complicated and uncomfortable,1
injure the individual with limited mobility,injure the individual with limited mobility,2
injure the individual with limited mobility,serious discomfort or injury for the mobility-impaired individual,2
injury,injured,6
injury,injuries to the patient,6
injury,injuring that person,6
injury,injury,6
injury,injury occurs,6
injury,injury or surgery,6
locked knee joint,injured knee joints,3
locked knee joint,locked knee joint,3
locked knee joint,risk of buckling of the knee joint,3
injuries more easily than younger adults,injuries more easily than younger adults,1
injuries resulting from falls may render older individuals incapable of calling for help,injuries resulting from falls may render older individuals incapable of calling for help,1
injuries to caregivers in the home care setting,injuries to caregivers in the home care setting,3
injuries to caregivers in the home care setting,occupational injuries to the care givers,3
injuries to caregivers in the home care setting,patient handling and resulting caregiver injury,3
injuries to the patient resulting from falling off the side of the bed,injuries to the patient resulting from falling off the side of the bed,1
injuring themselves during the transfer,injuring themselves during the transfer,1
injury can occur to the patient during a transfer,injury can occur to the patient during a transfer,1
injury or even death to the lost person,injury or even death to the lost person,1
injury risk or awkward uncomfortable embraces,injury risk or awkward uncomfortable embraces,1
injury to a user if fingers get caught in the channels,injury to a user if fingers get caught in the channels,1
injury to persons assisting,injury to persons assisting,1
"injury, particularly lower back injury, to the care-giver","injury, particularly lower back injury, to the care-giver",1
stabilizing such walkers can be particularly difficult,instability of a walker when it is not placed upon a level footing,2
stabilizing such walkers can be particularly difficult,stabilizing such walkers can be particularly difficult,2
instability when used with foot surgeries,instability when used with foot surgeries,1
institutionalization,institutionalization,1
insufficient data from practical sensor placements,insufficient data from practical sensor placements,1
insufficient modulation of the endometrial receptivity,insufficient modulation of the endometrial receptivity,1
insufficient production or secretion of follicle-stimulating hormone,insufficient production or secretion of follicle-stimulating hormone,1
insufficient retirement benefits,insufficient retirement benefits,2
insufficient retirement benefits,lack of guaranteed retirement income,2
insufficient sperm motility,insufficient sperm motility,1
insurance costs may prohibit live-in caregivers,insurance costs may prohibit live-in caregivers,1
intake of daily injectable fertility drugs is uncomfortable and even painful,intake of daily injectable fertility drugs is uncomfortable and even painful,1
integration of the devices is lacking across the continuum of basic life activities,integration of the devices is lacking across the continuum of basic life activities,1
"obstruct the user's full use of their hands, feet or body",interfere with the user's legs or feet,2
"obstruct the user's full use of their hands, feet or body","obstruct the user's full use of their hands, feet or body",2
interference with sleep or daily activities,interference with sleep or daily activities,1
intimidate and confuse many users,intimidate and confuse many users,1
intrusive visits by a caregiver,intrusive visits by a caregiver,1
invalid stigma,invalid stigma,1
invasive biopsy,invasive biopsy,1
invasive technique which requires significant equipment and expertise,invasive technique which requires significant equipment and expertise,1
"invasive, costly, and cumbersome","invasive, costly, and cumbersome",1
irregular uterine bleeding,irregular uterine bleeding,1
irreversible loss of function,irreversible loss of function,1
isolation,isolation,1
isolation and loneliness for the elderly patient,isolation and loneliness for the elderly patient,2
isolation and loneliness for the elderly patient,period of isolation and loneliness for the elderly patient,2
issues in balance,issues in balance,1
issues in fall prevention,issues in fall prevention,1
issues managing their medications,issues managing their medications,1
iv pull,iv pull,1
ivf or egg freezing can require as many as 9 or more visits to the doctor's offices,ivf or egg freezing can require as many as 9 or more visits to the doctor's offices,2
ivf or egg freezing can require as many as 9 or more visits to the doctor's offices,ivf or egg freezing processes can require as many as 9 or more visits to the doctor's offices,2
joint degeneration,joint degeneration,1
"joint stress in wrists, elbows and shoulders","joint stress in wrists, elbows and shoulders",2
"joint stress in wrists, elbows and shoulders","strain on shoulders, elbows, wrists and hands",2
jostling of the patient,jostling of the patient,1
knee bending,knee bending,1
knee replacements,knee replacements,1
known portable monitors are not specifically designed to provide an elderly/infirm individual that desires a significant degree of independence,known portable monitors are not specifically designed to provide an elderly/infirm individual that desires a significant degree of independence,1
labor intensive,labor intensive,1
labor-intensive and costly intervention programs to improve medication compliance,labor-intensive and costly intervention programs to improve medication compliance,1
lack of ability to communicate their need for help,lack of ability to communicate their need for help,1
"lack of access to news regarding commodity, weather, and political developments","lack of access to news regarding commodity, weather, and political developments",1
lack of access to transportation or a caregiver to collect their medications,lack of access to transportation or a caregiver to collect their medications,1
methods of human embryo evaluation are lacking,lack of accurate means to evaluate embryo health and quality,3
methods of human embryo evaluation are lacking,methods of human embryo evaluation are lacking,3
methods of human embryo evaluation are lacking,methods of human embryo evaluation are thus lacking in several respects,3
lack of adequate patient transfer devices,lack of adequate patient transfer devices,1
lack of adjustability,lack of adjustability,1
lack of automated messaging service to the informal caregivers,lack of automated messaging service to the informal caregivers,1
lack of balance,lack of balance,1
lack of balance for transfers,lack of balance for transfers,2
lack of balance for transfers,little assistance in transfers,2
lack of relevant and up-to-date information,lack of capacity to communicate relevant information,2
lack of relevant and up-to-date information,lack of relevant and up-to-date information,2
lack of cognitive and physical abilities,lack of cognitive and physical abilities,2
lack of cognitive and physical abilities,physical or cognitive limitations,2
lack of cross talks between the uterine endometrium and the embryos,lack of cross talks between the uterine endometrium and the embryo,2
lack of cross talks between the uterine endometrium and the embryos,lack of cross talks between the uterine endometrium and the embryos,2
"lack of devices and systems that allow monitoring of a person in an accurate, convenient, unobtrusive, and socially acceptable manner","lack of devices and systems that allow monitoring of a person in an accurate, convenient, unobtrusive, and socially acceptable manner",2
"lack of devices and systems that allow monitoring of a person in an accurate, convenient, unobtrusive, and socially acceptable manner",lack of technology for unobtrusive monitoring,2
lack of digital radios,lack of digital radios,1
lack of distinct visual features,lack of distinct visual features,1
lack of facilities within the home,lack of facilities within the home,1
lack of facilities within the home to accommodate the reduced mobility,lack of facilities within the home to accommodate the reduced mobility,1
lack of indication of inappropriate persons near the person of interest,lack of indication of inappropriate persons near the person of interest,1
lack of interoperability between departments,lack of interoperability between departments,1
lack of sophistication needed to determine appropriate investment vehicles,lack of investment sophistication,2
lack of sophistication needed to determine appropriate investment vehicles,lack of sophistication needed to determine appropriate investment vehicles,2
lack of key components,lack of key components,1
lack of mobility further compromises their health,lack of mobility further compromises their health,1
lack of opportunities,lack of opportunities,1
lack of proper working technique and/or equipment,lack of proper working technique and/or equipment,1
lack of real time localization,lack of real time localization,1
lack of real time remote visibility for caregivers,lack of real time remote visibility for caregivers,1
lack of recognition of food preparations,lack of recognition of food preparations,1
lack of regular interaction,lack of regular interaction,1
lack of safe driving restraints,lack of safe driving restraints,1
lack of scientific validity in brain training,lack of scientific validity in brain training,1
lack of shade,lack of shade,1
lack of skilled clinical assessment,lack of skilled clinical assessment,1
lack of solutions,lack of solutions,1
lack of stability resulting in frequent falls,lack of stability resulting in frequent falls,1
lack of standardized method of coculture,lack of standardized method of coculture,1
lack of suitable assistance,lack of suitable assistance,1
lack of support stability,lack of support stability,1
lack of traffic awareness,lack of traffic awareness,2
lack of traffic awareness,lack of traffic laws and regulations,2
lack of user safety,lack of user safety,1
lack of weight-bearing muscle use,lack of weight-bearing muscle use,1
lack of wi-fi or other network connectivity,lack of wi-fi or other network connectivity,1
lack strength in the waist and legs,lack strength in the waist and legs,3
lack strength in the waist and legs,loss of strength in the lower limbs,3
lack strength in the waist and legs,weak leg strength,3
lack the ability to move normally,lack the ability to move normally,1
larceny,larceny,1
large,large,1
large component housings in personal impact protection systems,large component housings in personal impact protection systems,1
weak part of the clamping device,large forces on the clamping device,2
weak part of the clamping device,weak part of the clamping device,2
large physical and mental burdens,large physical and mental burdens,1
"large, expensive, and certainly not portable","large, expensive, and certainly not portable",1
"large, heavy, bulky, complicated, and time consuming to setup and use","large, heavy, bulky, complicated, and time consuming to setup and use",1
"large, heavy, cumbersome, and costly assistive devices","large, heavy, cumbersome, and costly assistive devices",1
late admission increases the risk of hypothermia,late admission increases the risk of dehydration,2
late admission increases the risk of hypothermia,late admission increases the risk of hypothermia,2
late admission increases the risk of pneumonia,late admission increases the risk of pneumonia,1
late admission increases the risk of pressure ulcers,late admission increases the risk of pressure ulcers,1
leading cause of injury related death,leading cause of injury related death,1
leading cause of preeclampsia,leading cause of preeclampsia,1
learning curve associated with these systems,learning curve associated with these systems,1
leaving the elderly person alone,leaving the elderly person alone,1
left unprotected in the event that they want to go out,left unprotected in the event that they want to go out,1
leg is left on the belt of the treadmill,leg is left on the belt of the treadmill,1
leg is moved backward,leg is moved backward,1
length of time spent immobile,length of time spent immobile,1
treatment is expensive,lengthy and costly treatment,2
treatment is expensive,treatment is expensive,2
lengthy time between the start of the medical emergency and its discovery,lengthy time between the start of the medical emergency and its discovery,1
levels of activity,levels of activity,1
longer life spans,life expectancy of older people continues to rise,2
longer life spans,longer life spans,2
life threatening or fatal outcomes,life threatening or fatal outcomes,1
lifting the weight in a difficult height and position,lifting the weight in a difficult height and position,1
lifts are often large and heavy,lifts are often large and heavy,1
lifts typically comprise a sling which may be attached to an individual,lifts typically comprise a sling which may be attached to an individual,1
"limit access of users to only places and transportation that have ramps, lifts, or elevators","limit access of users to only places and transportation that have ramps, lifts, or elevators",1
limit the suitability of use for many users,limit the suitability of use for many users,1
limitation of the current evaluation method,limitation of the current evaluation method,1
limitations associated with conventional systems and methods,limitations associated with conventional systems and methods,1
limitations in the ability of the individual to bend over to pick up an object,limitations in the ability of the individual to bend over to pick up an object,1
limitations of conventional imaging methods,limitations of conventional imaging methods,1
limitations of known walking rehabilitation equipment,limitations of known walking rehabilitation equipment,1
limitations of present wireless communications devices,limitations of present wireless communications devices,1
limitations of registered locations for mobile devices,limitations of registered locations for mobile devices,2
limitations of registered locations for mobile devices,limiting registered locations for mobile devices,2
limitations of the nurse's physical strength,limitations of the nurse's physical strength,1
limitations on a passage of the movement,limitations on a passage of the movement,1
limited ability to infer behaviors or events,limited ability to infer behaviors or events,1
limited ability to move from one location to another,limited ability to move from one location to another,4
limited ability to move from one location to another,limited mobility,4
limited ability to move from one location to another,mobility limitations,4
limited ability to move from one location to another,trouble moving or being transported from one place to another,4
limited acceptance and use due to elders' perception and image issues,limited acceptance and use due to elders' perception and image issues,1
limited assistance by personnel,limited assistance by personnel,1
limited assistance for those who have limited upper-body strength,limited assistance for those who have limited upper-body strength,1
limited balance,limited balance,1
limited collapsibility,limited collapsibility,1
limited connectivity and features,limited connectivity and features,1
limited depth knowledge about a scene,limited depth knowledge about a scene,1
limited ease of entering and exiting the bed,limited ease of entering and exiting the bed,1
limited functionality of these technologies,limited functionality of these technologies,1
limited improvements to available wheelchairs,limited improvements to available wheelchairs,1
"limited in that if a patient travels too far from the base unit, then the remote transmitter becomes out of range","limited in that if a patient travels too far from the base unit, then the remote transmitter becomes out of range",1
limited information provided by the system,limited information provided by the system,1
limited life and unknown strength condition of slings,limited life and unknown strength condition of slings,1
limited means of delivering emergency information,limited means of delivering emergency information,1
limited number of staff members,limited number of staff members,1
limited options for older adults suffering from health complications,limited options for older adults suffering from health complications,1
limited range of the remote transmitter,limited range of the remote transmitter,1
limited selection of home equipment,limited selection of home equipment,2
limited selection of home equipment,limited selection of home equipment available to the patient,2
limited space for the users' feet,limited space for the users' feet,1
limited success in treatment of various stressors,limited success in treatment of various stressors,1
limited to low-information streams,limited to low-information streams,1
"limited to non-ambulatory, invalid, or bed-ridden patient","limited to non-ambulatory, invalid, or bed-ridden patient",1
limited to tv-trays or smaller surfaces,limited to tv-trays or smaller surfaces,1
limited understanding in the art of basic embryo development,limited understanding in the art of basic embryo development,1
limited use in a prison setting,limited use in a prison setting,1
limited use of only lifting and lowering patients,limited use of only lifting and lowering patients,1
limited use of the lower extremities,limited use of the lower extremities,3
limited use of the lower extremities,little or no lower limb mobility,3
limited use of the lower extremities,weakening of the lower extremities,3
limited use to protect victims of domestic violence,limited use to protect victims of domestic violence,1
limited user actions,limited user actions,1
limits monitoring to just the instrumented areas,limits monitoring to just the instrumented areas,1
"limits their use to large, unobstructed spaces","limits their use to large, unobstructed spaces",1
limp,limp,1
little assistance for the ‘home patient’ in managing multiple prescriptions,little assistance for the ‘home patient’ in managing multiple prescriptions,1
little or no added support,little or no added support,1
live-in care may be undesirable and invasive,live-in care may be undesirable and invasive,1
load off a patient's feet,load off a patient's feet,1
loading the medications into the equipment,loading the medications into the equipment,1
locating an emergency caller,locating an emergency caller,1
loneliness,loneliness,1
lonely and disabled existence,lonely and disabled existence,1
long term conditions such as depression or dementia,long term conditions such as depression or dementia,1
long term usage of wearable might lead to user skin irritations,long term usage of wearable devices might lead to user skin irritations,2
long term usage of wearable might lead to user skin irritations,long term usage of wearable might lead to user skin irritations,2
long time periods to conception,long time periods to conception,1
long treatment period until the suppression and down-regulation occur,long treatment period until the suppression and down-regulation occur,1
the longer a person spends helpless,longer a person had to spend injured and without help,2
the longer a person spends helpless,the longer a person spends helpless,2
longer a person spends in a helpless situation,longer a person spends in a helpless situation,2
longer a person spends in a helpless situation,the longer a person spends in a helpless situation,2
losing control of the device,losing control of the device,1
losing even more mobility,losing even more mobility,2
losing even more mobility,mobility,2
loss of a phone,loss of a phone,1
loss of a vulnerable individual's independence and privacy,loss of a vulnerable individual's independence and privacy,1
loss of amino acids,loss of amino acids,1
loss of appetite,loss of appetite,1
loss of stability,loss of balance,2
loss of stability,loss of stability,2
loss of coordination,loss of coordination,1
loss of employer-funded benefits,loss of employer-funded benefits,4
loss of employer-funded benefits,loss of employer-funded retirement benefits,4
loss of employer-funded benefits,loss of wages,4
loss of employer-funded benefits,loss of work,4
loss of integrated central nervous system functions,loss of integrated central nervous system functions,2
loss of integrated central nervous system functions,loss of physical and cognitive function,2
loss of life as a result of drug complications or mistakes,loss of life as a result of drug complications or mistakes,1
"loss of limb strength, flexibility, sensitivity or range of motion","loss of limb strength, flexibility, sensitivity or range of motion",1
loss of smell,loss of smell,1
reduced fertility,low birth rate,2
reduced fertility,reduced fertility,2
low birth weight,low birth weight,3
low birth weight,low birth weight in infants,3
low birth weight,pre-term birth,3
low chance of success of becoming pregnant using art,low chance of success of becoming pregnant using art,1
low conception rates,low conception rates,1
low demand for autonomous vehicle usage,low demand for autonomous vehicle usage,1
low efficacy of ivf,low efficacy of ivf,4
low efficacy of ivf,low efficiency of in vitro fertilization (ivf),4
low efficacy of ivf,low success rate among ivf experiments,4
low efficacy of ivf,potential causes for failure of ivf are diverse,4
low implantation rate per transferred embryos,low implantation rate per transferred embryos,4
low implantation rate per transferred embryos,low implantation rates,4
low implantation rate per transferred embryos,low implantation success rate,4
low implantation rate per transferred embryos,more than 8 out of 10 transferred embryos fail to implant,4
low lh levels,low lh levels,1
low oxygen saturation in the blood,low oxygen saturation in the blood,1
low pregnancy and birth rates following in vitro fertilization (ivf) attempts,low pregnancy and birth rates following in vitro fertilization (ivf) attempts,1
low pregnancy rates with gnrh antagonists,low pregnancy rates with gnrh antagonists,1
low probability of an incident,low probability of an incident,1
low rate of compliance with medication regimens,low rate of compliance with medication regimens,1
low sensitivity for such known systems,low sensitivity for known systems,2
low sensitivity for such known systems,low sensitivity for such known systems,2
low success rate of pregnancy,low success rate of pregnancy,2
low success rate of pregnancy,low success rates,2
low success rate of pregnancy by blastocyst transfer,low success rate of pregnancy by blastocyst transfer,1
low success rates of human fertility treatments,low success rates of human fertility treatments,1
lower confidence,lower confidence,1
lower leg injuries,lower leg injuries,2
lower leg injuries,lower leg surgery,2
lumbago,lumbago,1
machines benefit from being capable of being located indoors,machines benefit from being capable of being located indoors,1
major health problems in elderly populations,major health problems in elderly populations,1
risks for depression,major risks for depression,2
risks for depression,risks for depression,2
male factor infertility,male factor infertility,2
male factor infertility,unexplained male infertility,2
management of traffic regulation systems in urban areas,management of traffic regulation systems in urban areas,1
manual lifting and transferring of patients,manual lifting and transferring of patients,2
manual lifting and transferring of patients,"manual moving, lifting, and/or rolling of the patient",2
manual methods of summoning aid,manual methods of summoning aid,1
manual monitoring by human supervision is costly,manual monitoring by human supervision is costly,1
manually activated systems,manually activated systems,1
physically lifting the patient,manually lifting the patient,2
physically lifting the patient,physically lifting the patient,2
many at-home falls occur in tight quarters,many at-home falls occur in tight quarters,1
many elderly people live alone,many elderly people live alone,1
many existing systems use broadband light and require very expensive lens assemblies to form color corrected images,many existing systems use broadband light and require very expensive lens assemblies to form color corrected images,1
many more emergency or potential emergency situations that do not involve a fall event,many more emergency or potential emergency situations that do not involve a fall event,1
many people living alone are either too healthy to transition to an assisted care facility or lack the financial resources,many people living alone are either too healthy to transition to an assisted care facility or lack the financial resources,1
material ages with time,material ages with time,2
material ages with time,material ages with time and its ability to carry a load deteriorates,2
maximal reliability,maximal reliability,1
stress and/or injury to the user,may cause stress and/or injury to the user,2
stress and/or injury to the user,stress and/or injury to the user,2
may injure the person,may injure the person,2
may injure the person,may injure themselves in the process,2
may not be discovered in a timely manner,may not be discovered in a timely manner,2
may not be discovered in a timely manner,significant amounts of time may elapse before they are discovered,2
may not be found quickly,may not be found quickly,1
may require help at certain times,may require help at certain times,1
measuring ecg is inconvenient for long-term monitoring,measuring ecg is inconvenient for long-term monitoring,1
measuring physical activity may be challenging,measuring physical activity may be challenging,1
mechanical transfer devices require considerable strength to manually operate,mechanical transfer devices require considerable strength to manually operate,1
medical catastrophes,medical catastrophes,1
medical conditions that hinder or inhibit peoples' natural ambulatory abilities,medical conditions that hinder or inhibit peoples' natural ambulatory abilities,1
medical costs associated with falls,medical costs associated with falls,2
medical costs associated with falls,social and economic costs associated with falls,2
medical emergency,medical emergencies,3
medical emergency,medical emergency,3
medical emergency,medical emergency such as a heart attack or a fall,3
medical necessities,medical necessities,1
medical non-compliance problem,medical non-compliance problem,2
medical non-compliance problem,non-compliance,2
medical precautions and contraindications,medical precautions and contraindications,1
medical situation,medical situation,1
medication compliance,medication compliance,3
medication compliance,patient compliance,3
medication compliance,user compliance with a pre-determined medication schedule,3
medication side effects,medication side effects,1
medications are sensitive to certain environmental conditions,medications are sensitive to certain environmental conditions,1
memory loss increasing with age,memory loss increasing with age,1
menopause,menopause,1
middlemen taking advantage of farmers lack of access to information,middlemen taking advantage of farmers lack of access to information,2
middlemen taking advantage of farmers lack of access to information,middlemen taking advantage of the farmers lack of access to information,2
minimal or nonexistent monitoring equipment,minimal or nonexistent monitoring equipment,3
minimal or nonexistent monitoring equipment,minimal or nonexistent monitoring equipment at home care facilities,3
minimal or nonexistent monitoring equipment,no facilities for continuous monitoring,3
minimal or substantially no human input,minimal or substantially no human input,1
minimum amount of wear time is required for valid assessment of physical activity,minimum amount of wear time is required for valid assessment of physical activity,1
misbehavior of road users,misbehavior of road users,1
misrouted emergency calls,misrouted emergency calls,2
misrouted emergency calls,technical hurdles to emergency calling,2
missing and/or false cell boundaries,missing and/or false cell boundaries,1
mistreatment of a person in care,mistreatment of a person in care,1
mixing drugs that result in negative outcomes,mixing drugs that result in negative outcomes,1
mobile phone lying in a ladies handbag is so useless for triggering an alarm,mobile phone lying in a ladies handbag is so useless for triggering an alarm,1
mobility problems,mobility challenges,5
mobility problems,mobility impaired,5
mobility problems,mobility issues,5
mobility problems,mobility problems,5
mobility problems,problems of mobility,5
mobility for seniors and patients suffering from lower extremity injuries,mobility for seniors and patients suffering from lower extremity injuries,1
mobility problems in the elderly,mobility problems in the elderly,1
mobility restricting girt,mobility restricting girt,1
"mobility, strength or other limitations hindering them from coming from a sitting position to a lying position","mobility, strength or other limitations hindering them from coming from a sitting position to a lying position",1
moderate to severe injuries,moderate to severe injuries,1
monetary costs,monetary costs,1
monitoring and evaluating physical activity patterns,monitoring and evaluating physical activity patterns,2
monitoring and evaluating physical activity patterns,monitoring in-home patient physical activity,2
monitoring the movements of the elderly and persons with medical conditions,monitoring elders,3
monitoring the movements of the elderly and persons with medical conditions,monitoring the movements of the elderly and persons with medical conditions,3
monitoring the movements of the elderly and persons with medical conditions,need for improved systems and methods for monitoring the activities and wellbeing of elderly individuals,3
"monitoring emergency, alarm, climate, or other conditions","monitoring emergency, alarm, climate, or other conditions",1
monitoring equipment at home care facilities is usually minimal or nonexistent,monitoring equipment at home care facilities is usually minimal or nonexistent,1
monitoring of individuals,monitoring of individuals,2
monitoring of individuals,monitoring persons in rooms of a caretaking institution,2
monitoring systems of the type used for elderly clients or other challenged clients,monitoring systems of the type used for elderly clients or other challenged clients,1
morbidity and negative outcomes,morbidity and negative outcomes,1
serious injury,more serious damage or even death,2
serious injury,serious injury,2
more than 50% of ivf-born babies are from multiple gestations,more than 50% of ivf-born babies are from multiple gestations,1
"more than a million embryos annually with variable, and often ill-defined, potential for implantation and development to term","more than a million embryos annually with variable, and often ill-defined, potential for implantation and development to term",1
more than a million new caregivers are required,more than a million new caregivers are required,1
mortality rates and suffering for both infant and mothers,mortality rates and suffering for both infant and mothers,1
mosaicism,mosaicism,1
most devices operate on electric or battery power,most devices operate on electric or battery power,1
most pedometers do not have the ability to record and store data,most pedometers do not have the ability to record and store data,1
most physically demanding part of using any type of mechanical lift device,most physically demanding part of using any type of mechanical lift device,1
most senior citizens live alone and require constant monitoring of vital activities for timely detection of abnormalities in health,most senior citizens live alone and require constant monitoring of vital activities for timely detection of abnormalities in health,1
motorized sitting to standing assistance devices are large,motorized sitting to standing assistance devices are large,1
mounting based exclusively on the separate arrangement of a set of independent straps usually generates problems,mounting based exclusively on the separate arrangement of a set of independent straps usually generates problems,1
move into walls and furniture,move into walls and furniture,1
movement difficulty,movement difficulty,1
moving between sitting and standing positions,moving between sitting and standing positions,2
moving between sitting and standing positions,transitioning from a seated position to a standing position,2
moving from one surface to another,moving from one surface to another,1
"multiple causes such as injury, disease, partial paralysis, balance issues, excessive weight, advancing age and other limiting conditions","multiple causes such as injury, disease, partial paralysis, balance issues, excessive weight, advancing age and other limiting conditions",1
multiple medications with different prescribed dose frequencies,multiple medications with different prescribed dose frequencies,1
multiple people are present in the same room,multiple people are present in the same room,1
muscle and ligament pulls or tears,muscle and ligament pulls or tears,2
muscle and ligament pulls or tears,muscle strain,2
muscle hypotonia,muscle hypotonia,1
muscular pains,muscular pains,1
musculoskeletal disorders (msds) in caregivers,musculoskeletal disorders (msds) in caregivers,1
must be frequently lifted and transferred,must be frequently lifted and transferred,1
myriad of patient lifts on the market tend to passivate patients,myriad of patient lifts on the market tend to passivate patients,1
natural disasters,natural disasters,1
nausea,nausea,1
nearly $48 billion in annual costs result from unnecessary medication-induced hospitalization,nearly $48 billion in annual costs result from unnecessary medication-induced hospitalization,1
necessity for patients to leave the home environment and enter a nursing home,necessity for patients to leave the home environment and enter a nursing home,3
necessity for patients to leave the home environment and enter a nursing home,patients unable to provide for their own care,3
necessity for patients to leave the home environment and enter a nursing home,risk of being prematurely forced into a nursing home,3
necessity of a transfer device which is both care-giver and patient friendly,necessity of a transfer device which is both care-giver and patient friendly,1
necessity of body worn transmitter alert devices,necessity of body worn transmitter alert devices,1
need exists for a non-electronic system,need exists for a non-electronic system,1
"need for a lightweight, easily collapsible, portable, and storable assistive mobility device",need for a bed mobility device that can offer increased stability,2
"need for a lightweight, easily collapsible, portable, and storable assistive mobility device","need for a lightweight, easily collapsible, portable, and storable assistive mobility device",2
need for a cost effective means to provide assistance in walking,need for a cost effective means to provide assistance in walking,2
need for a cost effective means to provide assistance in walking,need for assisted walking devices,2
need for a device that allows one to accomplish these tasks from a variety of positions on the bed,need for a device that allows one to accomplish these tasks from a variety of positions on the bed,1
need for a device that will maintain continuous ground contact,need for a device that will maintain continuous ground contact,1
"need for a device, system and method of use that addresses the various disadvantages associated with currently victim-assisting technology","need for a device, system and method of use that addresses the various disadvantages associated with currently victim-assisting technology",1
traditional cross-brace of a foldable wheelchair with no seat tilt capability,"need for a foldable, tiltable frame for adult weight capacity wheelchairs",2
traditional cross-brace of a foldable wheelchair with no seat tilt capability,traditional cross-brace of a foldable wheelchair with no seat tilt capability,2
need for a high preparation effort,need for a high preparation effort,1
need for a medication adherence solution that is easy to use for seniors,need for a medication adherence solution that is easy to use for seniors,1
need for a method and apparatus for improving an emergency psap operator's situational awareness,need for a method and apparatus for improving an emergency psap operator's situational awareness,1
need for a model that can more reliably predict the chance of a successful ivf/icsi treatment,need for a model that can more reliably predict the chance of a successful ivf/icsi treatment,1
need for a portable apparatus for ease of transportation and use,need for a portable apparatus for ease of transportation and use,1
